resp.id;rating;expert opinions;intelligence data;polling data;betting odds;developer
4;4;150;15;150;50;state university
4;5;500;50;50;50;foreign ministry
4;2;500;50;500;50;private company
4;5;500;5;150;150;state university
4;5;500;50;150;150;foreign ministry
4;5;150;50;150;50;state university
4;6;500;50;500;500;state university
4;4;150;50;50;500;foreign ministry
4;5;500;5;500;50;state university
4;2;150;50;500;150;private company
4;4;50;5;150;150;foreign ministry
4;4;150;50;150;500;state university
4;5;500;15;150;500;state university
4;5;50;5;150;50;state university
4;5;50;5;150;50;foreign ministry
5;6;50;5;50;50;state university
5;2;500;50;500;500;private company
5;6;150;5;150;150;state university
5;3;500;15;500;500;private company
5;2;500;50;500;500;foreign ministry
5;6;500;15;500;500;state university
5;2;500;50;150;150;foreign ministry
5;6;500;5;150;150;state university
5;2;500;15;150;150;private company
5;6;50;15;150;150;state university
5;2;150;50;150;500;foreign ministry
5;6;150;15;500;150;state university
5;2;50;5;50;50;private company
5;4;50;5;50;50;foreign ministry
5;4;150;15;500;500;state university
5;4;500;5;50;150;foreign ministry
5;3;150;15;150;500;foreign ministry
5;5;150;15;150;50;state university
5;5;500;50;50;50;foreign ministry
5;2;500;50;500;50;private company
5;6;500;5;150;150;state university
5;4;500;50;150;150;foreign ministry
5;4;150;50;150;50;state university
5;7;500;50;500;500;state university
5;3;150;50;50;500;foreign ministry
5;7;500;5;500;50;state university
5;2;150;50;500;150;private company
5;4;50;5;150;150;foreign ministry
5;5;150;50;150;500;state university
5;6;500;15;150;500;state university
5;4;50;5;150;50;state university
5;3;50;5;150;50;foreign ministry
6;5;50;5;50;50;state university
6;3;500;50;500;500;private company
6;5;150;5;150;150;state university
6;2;500;15;500;500;private company
6;2;500;50;500;500;foreign ministry
6;6;500;15;500;500;state university
6;2;500;50;150;150;foreign ministry
6;6;500;5;150;150;state university
6;3;500;15;150;150;private company
6;6;50;15;150;150;state university
6;2;150;50;150;500;foreign ministry
6;6;150;15;500;150;state university
6;4;50;5;50;50;private company
6;4;50;5;50;50;foreign ministry
6;5;150;15;500;500;state university
6;3;500;5;50;150;foreign ministry
6;2;150;15;150;500;foreign ministry
6;6;150;15;150;50;state university
6;3;500;50;50;50;foreign ministry
6;5;500;50;500;50;private company
6;5;500;5;150;150;state university
6;2;500;50;150;150;foreign ministry
6;5;150;50;150;50;state university
6;2;500;50;500;500;state university
6;1;150;50;50;500;foreign ministry
6;5;500;5;500;50;state university
6;4;150;50;500;150;private company
6;6;50;5;150;150;foreign ministry
6;5;150;50;150;500;state university
6;2;500;15;150;500;state university
6;5;50;5;150;50;state university
6;4;50;5;150;50;foreign ministry
7;3;50;5;50;50;state university
7;5;500;50;500;500;private company
7;3;150;5;150;150;state university
7;5;500;15;500;500;private company
7;5;500;50;500;500;foreign ministry
7;3;500;15;500;500;state university
7;4;500;50;150;150;foreign ministry
7;4;500;5;150;150;state university
7;4;500;15;150;150;private company
7;5;50;15;150;150;state university
7;3;150;50;150;500;foreign ministry
7;5;150;15;500;150;state university
7;4;50;5;50;50;private company
7;5;50;5;50;50;foreign ministry
7;5;150;15;500;500;state university
7;4;500;5;50;150;foreign ministry
7;4;150;15;150;500;foreign ministry
7;4;150;15;150;50;state university
7;5;500;50;50;50;foreign ministry
7;3;500;50;500;50;private company
7;3;500;5;150;150;state university
7;4;500;50;150;150;foreign ministry
7;3;150;50;150;50;state university
7;5;500;50;500;500;state university
7;4;150;50;50;500;foreign ministry
7;3;500;5;500;50;state university
7;4;150;50;500;150;private company
7;4;50;5;150;150;foreign ministry
7;4;150;50;150;500;state university
7;5;500;15;150;500;state university
7;3;50;5;150;50;state university
7;4;50;5;150;50;foreign ministry
8;6;50;5;50;50;state university
8;2;500;50;500;500;private company
8;6;150;5;150;150;state university
8;2;500;15;500;500;private company
8;2;500;50;500;500;foreign ministry
8;6;500;15;500;500;state university
8;2;500;50;150;150;foreign ministry
8;6;500;5;150;150;state university
8;2;500;15;150;150;private company
8;6;50;15;150;150;state university
8;2;150;50;150;500;foreign ministry
8;6;150;15;500;150;state university
8;2;50;5;50;50;private company
8;6;50;5;50;50;foreign ministry
8;6;150;15;500;500;state university
8;2;500;5;50;150;foreign ministry
8;2;150;15;150;500;foreign ministry
8;6;150;15;150;50;state university
8;6;500;50;50;50;foreign ministry
8;2;500;50;500;50;private company
8;6;500;5;150;150;state university
8;2;500;50;150;150;foreign ministry
8;2;150;50;150;50;state university
8;6;500;50;500;500;state university
8;2;150;50;50;500;foreign ministry
8;6;500;5;500;50;state university
8;2;150;50;500;150;private company
8;6;50;5;150;150;foreign ministry
8;2;150;50;150;500;state university
8;6;500;15;150;500;state university
8;6;50;5;150;50;state university
8;2;50;5;150;50;foreign ministry
9;3;50;5;50;50;state university
9;5;500;50;500;500;private company
9;4;150;5;150;150;state university
9;5;500;15;500;500;private company
9;5;500;50;500;500;foreign ministry
9;4;500;15;500;500;state university
9;5;500;50;150;150;foreign ministry
9;3;500;5;150;150;state university
9;5;500;15;150;150;private company
9;3;50;15;150;150;state university
9;5;150;50;150;500;foreign ministry
9;4;150;15;500;150;state university
9;4;50;5;50;50;private company
9;5;50;5;50;50;foreign ministry
9;5;150;15;500;500;state university
9;4;500;5;50;150;foreign ministry
9;5;150;15;150;500;foreign ministry
9;3;150;15;150;50;state university
9;4;500;50;50;50;foreign ministry
9;5;500;50;500;50;private company
9;4;500;5;150;150;state university
9;5;500;50;150;150;foreign ministry
9;3;150;50;150;50;state university
9;5;500;50;500;500;state university
9;4;150;50;50;500;foreign ministry
9;5;500;5;500;50;state university
9;5;150;50;500;150;private company
9;3;50;5;150;150;foreign ministry
9;4;150;50;150;500;state university
9;5;500;15;150;500;state university
9;4;50;5;150;50;state university
9;5;50;5;150;50;foreign ministry
10;7;50;5;50;50;state university
10;2;500;50;500;500;private company
10;5;150;5;150;150;state university
10;2;500;15;500;500;private company
10;5;500;50;500;500;foreign ministry
10;4;500;15;500;500;state university
10;4;500;50;150;150;foreign ministry
10;4;500;5;150;150;state university
10;3;500;15;150;150;private company
10;2;50;15;150;150;state university
10;4;150;50;150;500;foreign ministry
10;4;150;15;500;150;state university
10;1;50;5;50;50;private company
10;3;50;5;50;50;foreign ministry
10;7;150;15;500;500;state university
10;4;500;5;50;150;foreign ministry
10;5;150;15;150;500;foreign ministry
10;4;150;15;150;50;state university
10;4;500;50;50;50;foreign ministry
10;2;500;50;500;50;private company
10;5;500;5;150;150;state university
10;5;500;50;150;150;foreign ministry
10;4;150;50;150;50;state university
10;6;500;50;500;500;state university
10;4;150;50;50;500;foreign ministry
10;4;500;5;500;50;state university
10;4;150;50;500;150;private company
10;4;50;5;150;150;foreign ministry
10;6;150;50;150;500;state university
10;6;500;15;150;500;state university
10;2;50;5;150;50;state university
10;2;50;5;150;50;foreign ministry
11;6;50;5;50;50;state university
11;4;500;50;500;500;private company
11;6;150;5;150;150;state university
11;3;500;15;500;500;private company
11;5;500;50;500;500;foreign ministry
11;5;500;15;500;500;state university
11;6;500;50;150;150;foreign ministry
11;5;500;5;150;150;state university
11;2;500;15;150;150;private company
11;6;50;15;150;150;state university
11;4;150;50;150;500;foreign ministry
11;4;150;15;500;150;state university
11;2;50;5;50;50;private company
11;5;50;5;50;50;foreign ministry
11;6;150;15;500;500;state university
11;3;500;5;50;150;foreign ministry
11;5;150;15;150;500;foreign ministry
11;5;150;15;150;50;state university
11;4;500;50;50;50;foreign ministry
11;4;500;50;500;50;private company
11;5;500;5;150;150;state university
11;6;500;50;150;150;foreign ministry
11;6;150;50;150;50;state university
11;6;500;50;500;500;state university
11;5;150;50;50;500;foreign ministry
11;5;500;5;500;50;state university
11;4;150;50;500;150;private company
11;5;50;5;150;150;foreign ministry
11;6;150;50;150;500;state university
11;6;500;15;150;500;state university
11;6;50;5;150;50;state university
11;5;50;5;150;50;foreign ministry
12;5;50;5;50;50;state university
12;5;500;50;500;500;private company
12;6;150;5;150;150;state university
12;5;500;15;500;500;private company
12;6;500;50;500;500;foreign ministry
12;7;500;15;500;500;state university
12;6;500;50;150;150;foreign ministry
12;7;500;5;150;150;state university
12;5;500;15;150;150;private company
12;7;50;15;150;150;state university
12;6;150;50;150;500;foreign ministry
12;7;150;15;500;150;state university
12;5;50;5;50;50;private company
12;6;50;5;50;50;foreign ministry
12;6;150;15;500;500;state university
12;7;500;5;50;150;foreign ministry
12;6;150;15;150;500;foreign ministry
12;7;150;15;150;50;state university
12;6;500;50;50;50;foreign ministry
12;7;500;50;500;50;private company
12;6;500;5;150;150;state university
12;7;500;50;150;150;foreign ministry
12;6;150;50;150;50;state university
12;7;500;50;500;500;state university
12;5;150;50;50;500;foreign ministry
12;7;500;5;500;50;state university
12;6;150;50;500;150;private company
12;6;50;5;150;150;foreign ministry
12;6;150;50;150;500;state university
12;7;500;15;150;500;state university
12;7;50;5;150;50;state university
12;6;50;5;150;50;foreign ministry
13;3;50;5;50;50;state university
13;4;500;50;500;500;private company
13;5;150;5;150;150;state university
13;4;500;15;500;500;private company
13;6;500;50;500;500;foreign ministry
13;2;500;15;500;500;state university
13;3;500;50;150;150;foreign ministry
13;6;500;5;150;150;state university
13;3;500;15;150;150;private company
13;7;50;15;150;150;state university
13;3;150;50;150;500;foreign ministry
13;6;150;15;500;150;state university
13;3;50;5;50;50;private company
13;5;50;5;50;50;foreign ministry
13;6;150;15;500;500;state university
13;2;500;5;50;150;foreign ministry
13;7;150;15;150;500;foreign ministry
13;2;150;15;150;50;state university
13;7;500;50;50;50;foreign ministry
13;4;500;50;500;50;private company
13;3;500;5;150;150;state university
13;5;500;50;150;150;foreign ministry
13;2;150;50;150;50;state university
13;7;500;50;500;500;state university
13;2;150;50;50;500;foreign ministry
13;6;500;5;500;50;state university
13;6;150;50;500;150;private company
13;2;50;5;150;150;foreign ministry
13;3;150;50;150;500;state university
13;7;500;15;150;500;state university
13;7;50;5;150;50;state university
13;2;50;5;150;50;foreign ministry
14;3;50;5;50;50;state university
14;3;500;50;500;500;private company
14;3;150;5;150;150;state university
14;3;500;15;500;500;private company
14;3;500;50;500;500;foreign ministry
14;3;500;15;500;500;state university
14;3;500;50;150;150;foreign ministry
14;3;500;5;150;150;state university
14;3;500;15;150;150;private company
14;3;50;15;150;150;state university
14;3;150;50;150;500;foreign ministry
14;3;150;15;500;150;state university
14;3;50;5;50;50;private company
14;3;50;5;50;50;foreign ministry
14;3;150;15;500;500;state university
14;3;500;5;50;150;foreign ministry
14;3;150;15;150;500;foreign ministry
14;3;150;15;150;50;state university
14;3;500;50;50;50;foreign ministry
14;3;500;50;500;50;private company
14;3;500;5;150;150;state university
14;3;500;50;150;150;foreign ministry
14;3;150;50;150;50;state university
14;3;500;50;500;500;state university
14;3;150;50;50;500;foreign ministry
14;3;500;5;500;50;state university
14;3;150;50;500;150;private company
14;3;50;5;150;150;foreign ministry
14;3;150;50;150;500;state university
14;3;500;15;150;500;state university
14;3;50;5;150;50;state university
14;3;50;5;150;50;foreign ministry
15;2;50;5;50;50;state university
15;6;500;50;500;500;private company
15;1;150;5;150;150;state university
15;7;500;15;500;500;private company
15;1;500;50;500;500;foreign ministry
15;7;500;15;500;500;state university
15;1;500;50;150;150;foreign ministry
15;7;500;5;150;150;state university
15;1;500;15;150;150;private company
15;7;50;15;150;150;state university
15;1;150;50;150;500;foreign ministry
15;7;150;15;500;150;state university
15;1;50;5;50;50;private company
15;1;50;5;50;50;foreign ministry
15;7;150;15;500;500;state university
15;1;500;5;50;150;foreign ministry
15;1;150;15;150;500;foreign ministry
15;7;150;15;150;50;state university
15;1;500;50;50;50;foreign ministry
15;7;500;50;500;50;private company
15;7;500;5;150;150;state university
15;1;500;50;150;150;foreign ministry
15;1;150;50;150;50;state university
15;7;500;50;500;500;state university
15;1;150;50;50;500;foreign ministry
15;7;500;5;500;50;state university
15;7;150;50;500;150;private company
15;1;50;5;150;150;foreign ministry
15;3;150;50;150;500;state university
15;3;500;15;150;500;state university
15;7;50;5;150;50;state university
15;1;50;5;150;50;foreign ministry
16;4;50;5;50;50;state university
16;3;500;50;500;500;private company
16;5;150;5;150;150;state university
16;4;500;15;500;500;private company
16;5;500;50;500;500;foreign ministry
16;5;500;15;500;500;state university
16;6;500;50;150;150;foreign ministry
16;5;500;5;150;150;state university
16;3;500;15;150;150;private company
16;6;50;15;150;150;state university
16;5;150;50;150;500;foreign ministry
16;5;150;15;500;150;state university
16;3;50;5;50;50;private company
16;2;50;5;50;50;foreign ministry
16;4;150;15;500;500;state university
16;5;500;5;50;150;foreign ministry
16;6;150;15;150;500;foreign ministry
16;6;150;15;150;50;state university
16;6;500;50;50;50;foreign ministry
16;5;500;50;500;50;private company
16;6;500;5;150;150;state university
16;7;500;50;150;150;foreign ministry
16;6;150;50;150;50;state university
16;7;500;50;500;500;state university
16;6;150;50;50;500;foreign ministry
16;6;500;5;500;50;state university
16;5;150;50;500;150;private company
16;6;50;5;150;150;foreign ministry
16;7;150;50;150;500;state university
16;7;500;15;150;500;state university
16;5;50;5;150;50;state university
16;5;50;5;150;50;foreign ministry
17;4;50;5;50;50;state university
17;4;500;50;500;500;private company
17;5;150;5;150;150;state university
17;4;500;15;500;500;private company
17;4;500;50;500;500;foreign ministry
17;2;500;15;500;500;state university
17;4;500;50;150;150;foreign ministry
17;2;500;5;150;150;state university
17;5;500;15;150;150;private company
17;3;50;15;150;150;state university
17;4;150;50;150;500;foreign ministry
17;5;150;15;500;150;state university
17;3;50;5;50;50;private company
17;4;50;5;50;50;foreign ministry
17;3;150;15;500;500;state university
17;2;500;5;50;150;foreign ministry
17;4;150;15;150;500;foreign ministry
17;3;150;15;150;50;state university
17;2;500;50;50;50;foreign ministry
17;2;500;50;500;50;private company
17;3;500;5;150;150;state university
17;2;500;50;150;150;foreign ministry
17;3;150;50;150;50;state university
17;2;500;50;500;500;state university
17;3;150;50;50;500;foreign ministry
17;4;500;5;500;50;state university
17;2;150;50;500;150;private company
17;2;50;5;150;150;foreign ministry
17;4;150;50;150;500;state university
17;3;500;15;150;500;state university
17;3;50;5;150;50;state university
17;3;50;5;150;50;foreign ministry
18;7;50;5;50;50;state university
18;5;500;50;500;500;private company
18;6;150;5;150;150;state university
18;6;500;15;500;500;private company
18;7;500;50;500;500;foreign ministry
18;7;500;15;500;500;state university
18;7;500;50;150;150;foreign ministry
18;7;500;5;150;150;state university
18;5;500;15;150;150;private company
18;6;50;15;150;150;state university
18;6;150;50;150;500;foreign ministry
18;5;150;15;500;150;state university
18;4;50;5;50;50;private company
18;7;50;5;50;50;foreign ministry
18;6;150;15;500;500;state university
18;6;500;5;50;150;foreign ministry
18;6;150;15;150;500;foreign ministry
18;6;150;15;150;50;state university
18;7;500;50;50;50;foreign ministry
18;5;500;50;500;50;private company
18;7;500;5;150;150;state university
18;7;500;50;150;150;foreign ministry
18;6;150;50;150;50;state university
18;7;500;50;500;500;state university
18;6;150;50;50;500;foreign ministry
18;7;500;5;500;50;state university
18;6;150;50;500;150;private company
18;7;50;5;150;150;foreign ministry
18;7;150;50;150;500;state university
18;7;500;15;150;500;state university
18;7;50;5;150;50;state university
18;7;50;5;150;50;foreign ministry
19;6;50;5;50;50;state university
19;7;500;50;500;500;private company
19;6;150;5;150;150;state university
19;7;500;15;500;500;private company
19;7;500;50;500;500;foreign ministry
19;6;500;15;500;500;state university
19;7;500;50;150;150;foreign ministry
19;6;500;5;150;150;state university
19;7;500;15;150;150;private company
19;7;50;15;150;150;state university
19;7;150;50;150;500;foreign ministry
19;7;150;15;500;150;state university
19;7;50;5;50;50;private company
19;7;50;5;50;50;foreign ministry
19;7;150;15;500;500;state university
19;7;500;5;50;150;foreign ministry
19;7;150;15;150;500;foreign ministry
19;7;150;15;150;50;state university
19;7;500;50;50;50;foreign ministry
19;7;500;50;500;50;private company
19;7;500;5;150;150;state university
19;7;500;50;150;150;foreign ministry
19;7;150;50;150;50;state university
19;7;500;50;500;500;state university
19;7;150;50;50;500;foreign ministry
19;7;500;5;500;50;state university
19;7;150;50;500;150;private company
19;7;50;5;150;150;foreign ministry
19;7;150;50;150;500;state university
19;7;500;15;150;500;state university
19;7;50;5;150;50;state university
19;7;50;5;150;50;foreign ministry
20;3;50;5;50;50;state university
20;3;500;50;500;500;private company
20;4;150;5;150;150;state university
20;4;500;15;500;500;private company
20;3;500;50;500;500;foreign ministry
20;3;500;15;500;500;state university
20;2;500;50;150;150;foreign ministry
20;3;500;5;150;150;state university
20;5;500;15;150;150;private company
20;4;50;15;150;150;state university
20;4;150;50;150;500;foreign ministry
20;5;150;15;500;150;state university
20;4;50;5;50;50;private company
20;3;50;5;50;50;foreign ministry
20;4;150;15;500;500;state university
20;5;500;5;50;150;foreign ministry
20;2;150;15;150;500;foreign ministry
20;2;150;15;150;50;state university
20;4;500;50;50;50;foreign ministry
20;3;500;50;500;50;private company
20;5;500;5;150;150;state university
20;4;500;50;150;150;foreign ministry
20;3;150;50;150;50;state university
20;2;500;50;500;500;state university
20;2;150;50;50;500;foreign ministry
20;2;500;5;500;50;state university
20;6;150;50;500;150;private company
20;4;50;5;150;150;foreign ministry
20;4;150;50;150;500;state university
20;3;500;15;150;500;state university
20;2;50;5;150;50;state university
20;2;50;5;150;50;foreign ministry
21;6;50;5;50;50;state university
21;1;500;50;500;500;private company
21;6;150;5;150;150;state university
21;1;500;15;500;500;private company
21;6;500;50;500;500;foreign ministry
21;2;500;15;500;500;state university
21;2;500;50;150;150;foreign ministry
21;6;500;5;150;150;state university
21;2;500;15;150;150;private company
21;6;50;15;150;150;state university
21;1;150;50;150;500;foreign ministry
21;6;150;15;500;150;state university
21;2;50;5;50;50;private company
21;6;50;5;50;50;foreign ministry
21;2;150;15;500;500;state university
21;6;500;5;50;150;foreign ministry
21;2;150;15;150;500;foreign ministry
21;6;150;15;150;50;state university
21;6;500;50;50;50;foreign ministry
21;2;500;50;500;50;private company
21;2;500;5;150;150;state university
21;6;500;50;150;150;foreign ministry
21;2;150;50;150;50;state university
21;6;500;50;500;500;state university
21;6;150;50;50;500;foreign ministry
21;2;500;5;500;50;state university
21;2;150;50;500;150;private company
21;6;50;5;150;150;foreign ministry
21;2;150;50;150;500;state university
21;6;500;15;150;500;state university
21;2;50;5;150;50;state university
21;6;50;5;150;50;foreign ministry
22;6;50;5;50;50;state university
22;4;500;50;500;500;private company
22;5;150;5;150;150;state university
22;3;500;15;500;500;private company
22;3;500;50;500;500;foreign ministry
22;6;500;15;500;500;state university
22;4;500;50;150;150;foreign ministry
22;5;500;5;150;150;state university
22;6;500;15;150;150;private company
22;4;50;15;150;150;state university
22;6;150;50;150;500;foreign ministry
22;4;150;15;500;150;state university
22;3;50;5;50;50;private company
22;3;50;5;50;50;foreign ministry
22;5;150;15;500;500;state university
22;3;500;5;50;150;foreign ministry
22;3;150;15;150;500;foreign ministry
22;5;150;15;150;50;state university
22;4;500;50;50;50;foreign ministry
22;5;500;50;500;50;private company
22;5;500;5;150;150;state university
22;4;500;50;150;150;foreign ministry
22;3;150;50;150;50;state university
22;6;500;50;500;500;state university
22;4;150;50;50;500;foreign ministry
22;5;500;5;500;50;state university
22;5;150;50;500;150;private company
22;4;50;5;150;150;foreign ministry
22;4;150;50;150;500;state university
22;5;500;15;150;500;state university
22;5;50;5;150;50;state university
22;3;50;5;150;50;foreign ministry
23;6;50;5;50;50;state university
23;6;500;50;500;500;private company
23;5;150;5;150;150;state university
23;6;500;15;500;500;private company
23;5;500;50;500;500;foreign ministry
23;6;500;15;500;500;state university
23;5;500;50;150;150;foreign ministry
23;6;500;5;150;150;state university
23;6;500;15;150;150;private company
23;5;50;15;150;150;state university
23;4;150;50;150;500;foreign ministry
23;5;150;15;500;150;state university
23;6;50;5;50;50;private company
23;6;50;5;50;50;foreign ministry
23;6;150;15;500;500;state university
23;4;500;5;50;150;foreign ministry
23;6;150;15;150;500;foreign ministry
23;4;150;15;150;50;state university
23;5;500;50;50;50;foreign ministry
23;6;500;50;500;50;private company
23;6;500;5;150;150;state university
23;4;500;50;150;150;foreign ministry
23;4;150;50;150;50;state university
23;5;500;50;500;500;state university
23;4;150;50;50;500;foreign ministry
23;6;500;5;500;50;state university
23;4;150;50;500;150;private company
23;5;50;5;150;150;foreign ministry
23;4;150;50;150;500;state university
23;5;500;15;150;500;state university
23;5;50;5;150;50;state university
23;5;50;5;150;50;foreign ministry
24;6;50;5;50;50;state university
24;6;500;50;500;500;private company
24;6;150;5;150;150;state university
24;6;500;15;500;500;private company
24;6;500;50;500;500;foreign ministry
24;6;500;15;500;500;state university
24;6;500;50;150;150;foreign ministry
24;6;500;5;150;150;state university
24;6;500;15;150;150;private company
24;6;50;15;150;150;state university
24;6;150;50;150;500;foreign ministry
24;6;150;15;500;150;state university
24;6;50;5;50;50;private company
24;6;50;5;50;50;foreign ministry
24;6;150;15;500;500;state university
24;6;500;5;50;150;foreign ministry
24;6;150;15;150;500;foreign ministry
24;6;150;15;150;50;state university
24;6;500;50;50;50;foreign ministry
24;6;500;50;500;50;private company
24;6;500;5;150;150;state university
24;6;500;50;150;150;foreign ministry
24;6;150;50;150;50;state university
24;6;500;50;500;500;state university
24;6;150;50;50;500;foreign ministry
24;6;500;5;500;50;state university
24;6;150;50;500;150;private company
24;6;50;5;150;150;foreign ministry
24;6;150;50;150;500;state university
24;6;500;15;150;500;state university
24;6;50;5;150;50;state university
24;6;50;5;150;50;foreign ministry
25;5;50;5;50;50;state university
25;6;500;50;500;500;private company
25;3;150;5;150;150;state university
25;4;500;15;500;500;private company
25;3;500;50;500;500;foreign ministry
25;3;500;15;500;500;state university
25;3;500;50;150;150;foreign ministry
25;3;500;5;150;150;state university
25;3;500;15;150;150;private company
25;3;50;15;150;150;state university
25;3;150;50;150;500;foreign ministry
25;3;150;15;500;150;state university
25;3;50;5;50;50;private company
25;3;50;5;50;50;foreign ministry
25;3;150;15;500;500;state university
25;3;500;5;50;150;foreign ministry
25;3;150;15;150;500;foreign ministry
25;3;150;15;150;50;state university
25;3;500;50;50;50;foreign ministry
25;3;500;50;500;50;private company
25;3;500;5;150;150;state university
25;3;500;50;150;150;foreign ministry
25;3;150;50;150;50;state university
25;3;500;50;500;500;state university
25;3;150;50;50;500;foreign ministry
25;3;500;5;500;50;state university
25;3;150;50;500;150;private company
25;3;50;5;150;150;foreign ministry
25;3;150;50;150;500;state university
25;3;500;15;150;500;state university
25;3;50;5;150;50;state university
25;3;50;5;150;50;foreign ministry
26;5;50;5;50;50;state university
26;6;500;50;500;500;private company
26;6;150;5;150;150;state university
26;6;500;15;500;500;private company
26;7;500;50;500;500;foreign ministry
26;6;500;15;500;500;state university
26;7;500;50;150;150;foreign ministry
26;5;500;5;150;150;state university
26;6;500;15;150;150;private company
26;5;50;15;150;150;state university
26;6;150;50;150;500;foreign ministry
26;5;150;15;500;150;state university
26;4;50;5;50;50;private company
26;7;50;5;50;50;foreign ministry
26;6;150;15;500;500;state university
26;4;500;5;50;150;foreign ministry
26;6;150;15;150;500;foreign ministry
26;6;150;15;150;50;state university
26;5;500;50;50;50;foreign ministry
26;6;500;50;500;50;private company
26;5;500;5;150;150;state university
26;6;500;50;150;150;foreign ministry
26;6;150;50;150;50;state university
26;7;500;50;500;500;state university
26;5;150;50;50;500;foreign ministry
26;7;500;5;500;50;state university
26;6;150;50;500;150;private company
26;6;50;5;150;150;foreign ministry
26;6;150;50;150;500;state university
26;6;500;15;150;500;state university
26;6;50;5;150;50;state university
26;6;50;5;150;50;foreign ministry
27;6;50;5;50;50;state university
27;5;500;50;500;500;private company
27;5;150;5;150;150;state university
27;6;500;15;500;500;private company
27;6;500;50;500;500;foreign ministry
27;6;500;15;500;500;state university
27;6;500;50;150;150;foreign ministry
27;6;500;5;150;150;state university
27;7;500;15;150;150;private company
27;4;50;15;150;150;state university
27;5;150;50;150;500;foreign ministry
27;6;150;15;500;150;state university
27;4;50;5;50;50;private company
27;5;50;5;50;50;foreign ministry
27;5;150;15;500;500;state university
27;6;500;5;50;150;foreign ministry
27;5;150;15;150;500;foreign ministry
27;5;150;15;150;50;state university
